feature,importance
Moving Average 20 Day,0.001627244233398503
bi_rate,0.0006654758552999309
Bid Price,0.0006368643808669324
High Price,0.0006281474174866403
Low Price,0.0005650980542371383
Price Change 1 Day Percent,0.0005236467450606929
ihsg_close,0.0005227793995053521
Price to Sales Ratio,0.0004448885389662266
Price Earnings Ratio,0.00038388585328298647
Dividend Indicated Yld - Gross,0.0003778723982768196
inflation_rate,0.0003405942272287718
Price to Book Ratio,0.0003231804704560834
Ask Price,0.0003081386902240973
cpi_index,0.0002718262766064553
ihsg_return_1d,0.00018812017518122023
exchange_rate_usd_idr,0.00016538395378249443
