feature,importance
Price Earnings Ratio,0.016126687016178566
Bid Price,0.01593765732692123
Moving Average 20 Day,0.011392981802216833
Price to Book Ratio,0.009344352213708947
Low Price,0.008645477558861274
bi_rate,0.00632095394431855
Price Change 1 Day Percent,0.005330858826507921
exchange_rate_usd_idr,0.003492541749815079
ihsg_close,0.0033908485780961605
Dividend Indicated Yld - Gross,0.0015544677250242467
Ask Price,0.0012668034527450786
Price to Sales Ratio,0.0005902731603580596
High Price,0.0004852288189188888
inflation_rate,0.0
cpi_index,0.0
ihsg_return_1d,0.0
