feature,importance
Dividend Indicated Yld - Gross,0.005888415695517328
ihsg_return_1d,0.0051165479915719755
bi_rate,0.004059568027220111
Price to Sales Ratio,0.003967129827859542
Ask Price,0.0035115564765874274
High Price,0.0030226506278321365
Bid Price,0.0029460369489362997
Price Earnings Ratio,0.0028996430420582856
inflation_rate,0.002634456711045153
Price to Book Ratio,0.0024447516946029518
cpi_index,0.002442121769334856
Low Price,0.0011583363405990007
exchange_rate_usd_idr,0.0005736537626944504
Moving Average 20 Day,0.0
Price Change 1 Day Percent,0.0
ihsg_close,0.0
