feature,importance
Price Change 1 Day Percent,0.009250234536561442
Ask Price,0.005914525273935095
cpi_index,0.005070619581965732
Moving Average 20 Day,0.004533548255211723
Dividend Indicated Yld - Gross,0.0030734754560398877
exchange_rate_usd_idr,0.002571363582844951
Price Earnings Ratio,0.002118301388206116
High Price,0.001778349100107637
Low Price,0.0013749424489409052
ihsg_close,0.0005396757027483549
ihsg_return_1d,0.00039078786251290444
bi_rate,0.00037928514745241696
inflation_rate,0.00033327578227423753
Bid Price,0.00021882432920392582
Price to Sales Ratio,0.00013938725363307896
Price to Book Ratio,0.0
