epoch,train_loss,val_loss,lr
1,0.5795812210088135,0.11651062083133173,0.0005
2,0.31654890619725734,0.33140688947030716,0.0005
3,0.24625913856490966,0.26691622177620866,0.0005
4,0.21505666370887483,0.1954297891585699,0.0005
5,0.2069300487690929,0.23005201440035325,0.0005
6,0.17491871136704654,0.2660887687356322,0.0005
7,0.1802167840542332,0.2472128260594148,0.0005
8,0.16891718419221993,0.1457421097617883,0.0005
9,0.15661724976741284,0.188044726779133,0.0005
10,0.1536348208411193,0.2364781367612052,0.00025
11,0.14303469131283436,0.20629111001819442,0.00025
12,0.14175968538689357,0.166586740797772,0.00025
13,0.14561559367778054,0.21574304028824492,0.00025
14,0.13949304673834087,0.19835201649121192,0.00025
15,0.13677828302306513,0.18268591401738166,0.00025
16,0.14205500140625943,0.16099015256880603,0.00025
17,0.13386695728934367,0.16786526848664096,0.00025
18,0.1299753580042111,0.19918167618882684,0.00025
19,0.12946472022695782,0.14306948002262826,0.000125
20,0.12712182969816269,0.17111209733086033,0.000125
21,0.12465608926443217,0.16531922510175995,0.000125
