feature,importance
Dividend Indicated Yld - Gross,17120020992282.883
ihsg_return_1d,17120020992282.879
Bid Price,17120020992282.873
High Price,17120020992282.871
Price Earnings Ratio,0.008641641519325931
exchange_rate_usd_idr,0.00528078823934515
inflation_rate,0.0030663919953200403
ihsg_close,0.00204229028599795
Moving Average 20 Day,0.001958876109469722
Price to Sales Ratio,0.0018138437512682528
Price to Book Ratio,0.0018105439161745056
Ask Price,0.001663777729526347
Price Change 1 Day Percent,0.0014055471665009756
bi_rate,0.0013710936218220688
Low Price,0.0009505810959776294
cpi_index,0.0006083291174832048
