trial,val_mae,params
1,16.055622100830078,"{""n_estimators"": 1941, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 4.0, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
2,19.801166534423828,"{""n_estimators"": 1236, ""learning_rate"": 0.02, ""max_depth"": 8, ""min_child_weight"": 8.0, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""gamma"": 0.0}"
3,20.167341232299805,"{""n_estimators"": 1852, ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 8.0, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""gamma"": 0.0}"
4,16.44706916809082,"{""n_estimators"": 434, ""learning_rate"": 0.08, ""max_depth"": 8, ""min_child_weight"": 4.0, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
5,23.538137435913086,"{""n_estimators"": 1566, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 1.0, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 10.0, ""gamma"": 0.0}"
6,16.36095428466797,"{""n_estimators"": 1000, ""learning_rate"": 0.01, ""max_depth"": 6, ""min_child_weight"": 1.0, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""gamma"": 0.2}"
7,21.847522735595703,"{""n_estimators"": 546, ""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 6.0, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 10.0, ""gamma"": 0.0}"
8,16.097980499267578,"{""n_estimators"": 839, ""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_weight"": 6.0, ""subsample"": 0.8, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 10.0, ""gamma"": 0.2}"
9,16.468530654907227,"{""n_estimators"": 1671, ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 4.0, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
10,16.105480194091797,"{""n_estimators"": 751, ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 8.0, ""subsample"": 0.8, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""gamma"": 0.1}"
11,16.216875076293945,"{""n_estimators"": 631, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 6.0, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""gamma"": 0.2}"
12,17.623260498046875,"{""n_estimators"": 906, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 6.0, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""gamma"": 0.0}"
13,17.587865829467773,"{""n_estimators"": 1243, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_weight"": 4.0, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.01, ""reg_lambda"": 10.0, ""gamma"": 0.1}"
14,15.784605026245117,"{""n_estimators"": 1860, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 2.0, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
15,31.145227432250977,"{""n_estimators"": 521, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_weight"": 1.0, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
16,15.18228530883789,"{""n_estimators"": 1048, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 6.0, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0, ""gamma"": 0.2}"
17,16.67287254333496,"{""n_estimators"": 1802, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 4.0, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.01, ""reg_lambda"": 10.0, ""gamma"": 0.1}"
18,16.79471206665039,"{""n_estimators"": 570, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 8.0, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""gamma"": 0.2}"
19,27.74769401550293,"{""n_estimators"": 732, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_weight"": 6.0, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0, ""gamma"": 0.0}"
20,18.11484146118164,"{""n_estimators"": 1861, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 4.0, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
21,16.264026641845703,"{""n_estimators"": 1935, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 1.0, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""gamma"": 0.2}"
22,17.804136276245117,"{""n_estimators"": 1857, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 4.0, ""subsample"": 0.8, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
23,19.227869033813477,"{""n_estimators"": 1394, ""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_weight"": 2.0, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""gamma"": 0.0}"
24,15.588618278503418,"{""n_estimators"": 871, ""learning_rate"": 0.1, ""max_depth"": 6, ""min_child_weight"": 2.0, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0, ""gamma"": 0.2}"
25,17.26009178161621,"{""n_estimators"": 758, ""learning_rate"": 0.08, ""max_depth"": 3, ""min_child_weight"": 6.0, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""gamma"": 0.0}"
26,19.800018310546875,"{""n_estimators"": 1685, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_weight"": 8.0, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
27,16.003116607666016,"{""n_estimators"": 1387, ""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 6.0, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.01, ""reg_lambda"": 10.0, ""gamma"": 0.1}"
28,17.905580520629883,"{""n_estimators"": 991, ""learning_rate"": 0.1, ""max_depth"": 8, ""min_child_weight"": 8.0, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
29,15.334360122680664,"{""n_estimators"": 1490, ""learning_rate"": 0.02, ""max_depth"": 8, ""min_child_weight"": 6.0, ""subsample"": 0.6, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0, ""gamma"": 0.2}"
30,20.09816551208496,"{""n_estimators"": 1697, ""learning_rate"": 0.02, ""max_depth"": 6, ""min_child_weight"": 6.0, ""subsample"": 0.6, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""gamma"": 0.0}"
31,24.8249568939209,"{""n_estimators"": 942, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_weight"": 1.0, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""gamma"": 0.0}"
32,16.422597885131836,"{""n_estimators"": 621, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 6.0, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""gamma"": 0.1}"
33,17.387258529663086,"{""n_estimators"": 1542, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 8.0, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0, ""gamma"": 0.1}"
34,18.16338348388672,"{""n_estimators"": 986, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 1.0, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0, ""gamma"": 0.1}"
35,17.87598419189453,"{""n_estimators"": 1242, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 6.0, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""gamma"": 0.0}"
36,19.036741256713867,"{""n_estimators"": 1959, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 6.0, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0, ""gamma"": 0.0}"
37,21.061233520507812,"{""n_estimators"": 729, ""learning_rate"": 0.1, ""max_depth"": 6, ""min_child_weight"": 2.0, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""gamma"": 0.0}"
38,15.978850364685059,"{""n_estimators"": 355, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_weight"": 4.0, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
39,16.689123153686523,"{""n_estimators"": 729, ""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_weight"": 1.0, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
40,23.705747604370117,"{""n_estimators"": 1271, ""learning_rate"": 0.1, ""max_depth"": 6, ""min_child_weight"": 4.0, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
41,25.712162017822266,"{""n_estimators"": 880, ""learning_rate"": 0.01, ""max_depth"": 8, ""min_child_weight"": 1.0, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""gamma"": 0.0}"
42,28.601722717285156,"{""n_estimators"": 649, ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 2.0, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0, ""gamma"": 0.0}"
43,16.099164962768555,"{""n_estimators"": 916, ""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_weight"": 4.0, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""gamma"": 0.1}"
44,36.6092414855957,"{""n_estimators"": 1183, ""learning_rate"": 0.08, ""max_depth"": 8, ""min_child_weight"": 4.0, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
45,17.09147071838379,"{""n_estimators"": 1573, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_weight"": 2.0, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0, ""gamma"": 0.2}"
46,16.903100967407227,"{""n_estimators"": 1083, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 2.0, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""gamma"": 0.1}"
47,16.397674560546875,"{""n_estimators"": 1631, ""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 4.0, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0, ""gamma"": 0.1}"
48,16.47661018371582,"{""n_estimators"": 586, ""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_weight"": 8.0, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
49,17.63968849182129,"{""n_estimators"": 1526, ""learning_rate"": 0.02, ""max_depth"": 8, ""min_child_weight"": 1.0, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 10.0, ""gamma"": 0.1}"
50,16.413578033447266,"{""n_estimators"": 1506, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 1.0, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""gamma"": 0.2}"
