feature,importance
Moving Average 20 Day,0.0030015238599337144
ihsg_close,0.0022477282535274612
bi_rate,0.0021172646157521994
Low Price,0.0018078970907884624
Price to Sales Ratio,0.0016042583799866345
Price Change 1 Day Percent,0.0015488480056753775
Dividend Indicated Yld - Gross,0.0014611944942761956
exchange_rate_usd_idr,0.0013975218551454344
Price Earnings Ratio,0.0013317353548918977
Ask Price,0.0013218559296306576
cpi_index,0.001228114697056504
Bid Price,0.0010629621013031397
ihsg_return_1d,0.0010520744708022703
inflation_rate,0.0010008490700315472
Price to Book Ratio,0.0008469933670775422
High Price,0.0006245807865727949
