feature,importance,model
t00_Moving Average 20 Day,0.19536801293748918,lgbm
t59_Ask Price,0.1200195626930113,lgbm
t01_Bid Price,0.11922579508072033,lgbm
t59_Bid Price,0.0913049003439336,lgbm
t49_Moving Average 20 Day,0.05973814769534441,lgbm
t55_Low Price,0.04510536213988402,lgbm
t38_Low Price,0.04284281566788302,lgbm
t01_Moving Average 20 Day,0.03509946854579432,lgbm
t57_Price to Sales Ratio,0.03482026397468272,lgbm
t59_High Price,0.029268801702093495,lgbm
t58_Low Price,0.028059408559658165,lgbm
t26_Ask Price,0.02243894013456855,lgbm
t58_Ask Price,0.021805100967519607,lgbm
t59_Low Price,0.017720728479198797,lgbm
t53_Moving Average 20 Day,0.014353137218537357,lgbm
t11_Price to Sales Ratio,0.013747433035386591,lgbm
t34_Ask Price,0.013200487903659724,lgbm
t19_Price to Sales Ratio,0.011813300794087348,lgbm
t05_Moving Average 20 Day,0.011563662286457622,lgbm
t49_High Price,0.009485248677150449,lgbm
t58_High Price,0.008910638786130838,lgbm
t52_Bid Price,0.008256367960427523,lgbm
t57_High Price,0.008010764231751679,lgbm
t34_Moving Average 20 Day,0.007176781306742598,lgbm
t48_High Price,0.006835737438523283,lgbm
t50_Moving Average 20 Day,0.006628380844786489,lgbm
t59_Price to Sales Ratio,0.006541248462123557,lgbm
t27_Bid Price,0.006508414645340876,lgbm
t47_Low Price,0.00548413995338182,lgbm
t04_High Price,0.00497414160203795,lgbm
t38_Moving Average 20 Day,0.004880349901869985,lgbm
t37_Moving Average 20 Day,0.004800254370648831,lgbm
t15_Moving Average 20 Day,0.004780611592531286,lgbm
t16_High Price,0.00470982850453401,lgbm
t56_Moving Average 20 Day,0.004227019970402843,lgbm
t52_Low Price,0.004189281687856226,lgbm
t30_Dividend Indicated Yld - Gross,0.004118846640120816,lgbm
t02_Price to Sales Ratio,0.004099485329158631,lgbm
t32_Ask Price,0.004086124001332132,lgbm
t57_Ask Price,0.003464621218267514,lgbm
t48_Ask Price,0.0033525371577552833,lgbm
t03_Moving Average 20 Day,0.003322591648908588,lgbm
t10_High Price,0.0032546797956038995,lgbm
t59_Moving Average 20 Day,0.00323668854302315,lgbm
t45_Bid Price,0.0031637166075319995,lgbm
t48_Moving Average 20 Day,0.0029963772334856767,lgbm
t54_Ask Price,0.0028387103137876408,lgbm
t59_Price Earnings Ratio,0.0028256014600023687,lgbm
t40_Price to Sales Ratio,0.0027495254564493293,lgbm
t55_Bid Price,0.00250117552604456,lgbm
t12_Price to Sales Ratio,0.0024018612706205996,lgbm
t13_Moving Average 20 Day,0.0022072579749571183,lgbm
t35_Moving Average 20 Day,0.002142245192372173,lgbm
t26_Low Price,0.002054349114833507,lgbm
t58_Bid Price,0.0020129860607275636,lgbm
t46_Low Price,0.001967153225960447,lgbm
t03_Low Price,0.0019449561357399872,lgbm
t18_Ask Price,0.0019401526370938218,lgbm
t16_Ask Price,0.001924763845442807,lgbm
t33_Moving Average 20 Day,0.0019177051670718392,lgbm
t13_Bid Price,0.0018454362980232072,lgbm
t27_Ask Price,0.0017517807844277822,lgbm
t49_Ask Price,0.0017491134655741051,lgbm
t51_Low Price,0.0016719122526003675,lgbm
t13_Low Price,0.0015740500526667768,lgbm
t05_Price to Book Ratio,0.0015321322855849267,lgbm
t30_Moving Average 20 Day,0.0015135043797140505,lgbm
t42_Price to Sales Ratio,0.0015090677100409527,lgbm
t50_High Price,0.0013654083305048447,lgbm
t00_Ask Price,0.0013453283566106074,lgbm
t49_Price to Sales Ratio,0.0013380755498348857,lgbm
t12_Ask Price,0.0013238547136601969,lgbm
t01_High Price,0.0012790291467366613,lgbm
t52_Price to Sales Ratio,0.0012177144825145703,lgbm
t29_Moving Average 20 Day,0.00114926320796525,lgbm
t52_High Price,0.0010706581552453042,lgbm
t54_High Price,0.0009213479788744766,lgbm
t29_Price Earnings Ratio,0.0008168235562721958,lgbm
t50_Price Earnings Ratio,0.000759721340279168,lgbm
t59_Price to Book Ratio,0.0007331987581037453,lgbm
t08_Low Price,0.0007220939915399092,lgbm
t34_Bid Price,0.000712533097327903,lgbm
t43_Price Earnings Ratio,0.0006931848315700502,lgbm
t14_Low Price,0.0006852028571486821,lgbm
t00_Bid Price,0.0006773328965801251,lgbm
t24_Dividend Indicated Yld - Gross,0.0006648395631816755,lgbm
t43_Ask Price,0.000636516554972821,lgbm
t28_Low Price,0.0006337393849706533,lgbm
t32_Price Earnings Ratio,0.0006224224896569007,lgbm
t15_Low Price,0.0006207558843361057,lgbm
t22_Price to Book Ratio,0.0006116411327574965,lgbm
t39_Low Price,0.0005831102922394051,lgbm
t58_Price Earnings Ratio,0.0005796944184075184,lgbm
t20_Ask Price,0.0005692953139235172,lgbm
t22_Dividend Indicated Yld - Gross,0.000541662153981217,lgbm
t47_High Price,0.0005039060375792457,lgbm
t39_Moving Average 20 Day,0.0004939067533959356,lgbm
t50_Price to Sales Ratio,0.0004881784137426822,lgbm
t13_Price Change 1 Day Percent,0.0004871780417388246,lgbm
t12_High Price,0.0004617798766519692,lgbm
t12_Price Earnings Ratio,0.00045957934646935814,lgbm
t09_Low Price,0.00045026747701582844,lgbm
t52_Price to Book Ratio,0.0004452658163534071,lgbm
t59_Price Change 1 Day Percent,0.0004213902771158161,lgbm
t57_Dividend Indicated Yld - Gross,0.00041412407505216303,lgbm
t12_Low Price,0.0004098611788259692,lgbm
t02_Ask Price,0.0003721980795445366,lgbm
t32_Price to Sales Ratio,0.00037141856484502274,lgbm
t50_Low Price,0.00036863532658599015,lgbm
t48_Low Price,0.00035958705675203273,lgbm
t30_Low Price,0.00035487556126902707,lgbm
t17_Moving Average 20 Day,0.00035308866423301835,lgbm
t02_Price Earnings Ratio,0.0003426283010280571,lgbm
t53_Dividend Indicated Yld - Gross,0.0003315593880802196,lgbm
t23_Price Change 1 Day Percent,0.0003293294318331939,lgbm
t53_Low Price,0.0003293250428738129,lgbm
t55_High Price,0.00032812666536929377,lgbm
t24_Price Earnings Ratio,0.00032230232054840006,lgbm
t02_Price Change 1 Day Percent,0.0003157678805499661,lgbm
t41_Moving Average 20 Day,0.00031354870981298153,lgbm
t10_Low Price,0.0003082917341949872,lgbm
t01_Ask Price,0.0003046125579683573,lgbm
t24_Price to Book Ratio,0.0002900306324388676,lgbm
t58_Price to Book Ratio,0.0002890617884751228,lgbm
t16_Moving Average 20 Day,0.00027272192767376584,lgbm
t52_Price Change 1 Day Percent,0.0002701561288609343,lgbm
t23_Low Price,0.00027001915788987227,lgbm
t56_Ask Price,0.00026537455260708083,lgbm
t36_Ask Price,0.0002632756460688503,lgbm
t12_Price Change 1 Day Percent,0.0002622756847194436,lgbm
t39_High Price,0.00026138410956040424,lgbm
t20_High Price,0.0002611728857510714,lgbm
t45_Ask Price,0.0002609975269098328,lgbm
t04_Moving Average 20 Day,0.00024861562400188374,lgbm
t51_Price to Sales Ratio,0.00024292668082766952,lgbm
t41_High Price,0.00024124451933488228,lgbm
t01_Price Change 1 Day Percent,0.00024119998850645396,lgbm
t56_Low Price,0.0002332571266435952,lgbm
t17_Price Change 1 Day Percent,0.00022745041215735314,lgbm
t38_Dividend Indicated Yld - Gross,0.00022643468378486293,lgbm
t20_Price to Sales Ratio,0.00022555654483435476,lgbm
t42_Price to Book Ratio,0.00022371533519867877,lgbm
t40_Dividend Indicated Yld - Gross,0.00022028286444349498,lgbm
t07_Price Change 1 Day Percent,0.0002147818939259448,lgbm
t41_Price to Sales Ratio,0.00021385210280577358,lgbm
t50_Price to Book Ratio,0.00021206642093779825,lgbm
t21_Price to Sales Ratio,0.0002113201866842942,lgbm
t40_Price Earnings Ratio,0.00020993361829795283,lgbm
t40_Moving Average 20 Day,0.00020652623228791837,lgbm
t46_Price to Book Ratio,0.00020186670304812352,lgbm
t00_Price to Sales Ratio,0.00019201737209922042,lgbm
t22_Price Change 1 Day Percent,0.0001890287700196242,lgbm
t05_Price to Sales Ratio,0.00018776705636026835,lgbm
t14_Dividend Indicated Yld - Gross,0.00018582564260007073,lgbm
t14_Price Earnings Ratio,0.0001839351582660891,lgbm
t52_Price Earnings Ratio,0.00018210361070279346,lgbm
t42_Price Change 1 Day Percent,0.00017631943698891343,lgbm
