feature,importance
High Price,0.00810871750890686
Price Change 1 Day Percent,0.007782179705735132
Bid Price,0.006029960028262749
Ask Price,0.005857766288831819
ihsg_close,0.0055201239180116156
exchange_rate_usd_idr,0.005339401798943679
Dividend Indicated Yld - Gross,0.0032810960788629013
cpi_index,0.002348009338179101
Price to Sales Ratio,0.0011312822462059599
inflation_rate,0.0003279718415190777
Moving Average 20 Day,0.0003086666908171534
Price to Book Ratio,0.0001990680829762959
bi_rate,0.00014896473730914296
Price Earnings Ratio,0.00011591622570641658
Low Price,0.0
ihsg_return_1d,0.0
