feature,importance
High Price,0.004808987346413548
cpi_index,0.00407754955442075
ihsg_return_1d,0.0029245606334587166
Low Price,0.002843185147911522
Price Earnings Ratio,0.0027601365877433456
Bid Price,0.0024291836859622828
Moving Average 20 Day,0.0021121392945288473
Price to Book Ratio,0.002054318995092798
Ask Price,0.0019185112909316066
inflation_rate,0.0018010707028865989
Price Change 1 Day Percent,0.0017797895092127188
exchange_rate_usd_idr,0.0016399358710483358
Dividend Indicated Yld - Gross,0.0012664358688744856
ihsg_close,0.0012603231731527745
Price to Sales Ratio,0.0009207665932838367
bi_rate,0.0008626024934054332
