feature,importance
ihsg_close,0.0021928306915201877
Moving Average 20 Day,0.0018353691773263109
Bid Price,0.0018164163136473082
Price Change 1 Day Percent,0.0018014785505531246
Low Price,0.0015372289807506938
ihsg_return_1d,0.0012057280697641318
Price to Sales Ratio,0.0011990517950927124
High Price,0.0011944033973299887
Dividend Indicated Yld - Gross,0.001156500121841907
Price to Book Ratio,0.0010259428735288983
exchange_rate_usd_idr,0.0010248854435996927
Ask Price,0.0009680705526920573
cpi_index,0.0009538254031610353
Price Earnings Ratio,0.000913943626102701
inflation_rate,0.0008937705630407605
bi_rate,0.0008262349966032145
