feature,importance
Price to Sales Ratio,0.010954700197800305
Price Earnings Ratio,0.0076155901236537125
Dividend Indicated Yld - Gross,0.003987514338223264
Low Price,0.0027177550247870384
Price Change 1 Day Percent,0.001918217257587929
inflation_rate,0.001810283450564992
Price to Book Ratio,0.0014758184250914146
ihsg_close,0.0007654034746034689
High Price,0.0005700115120379014
exchange_rate_usd_idr,0.000278258721906847
Bid Price,0.00016506516355245082
Ask Price,8.268505162386985e-05
bi_rate,7.863248077531413e-05
ihsg_return_1d,6.903172713161121e-05
Moving Average 20 Day,0.0
cpi_index,0.0
