feature,importance
ihsg_close,0.004043767636882545
Bid Price,0.003507493562140395
Low Price,0.0030821546214488326
Price to Sales Ratio,0.0029644686550886266
Ask Price,0.0029524036813952195
ihsg_return_1d,0.0026546810907437128
Price Earnings Ratio,0.0026466520471548766
Moving Average 20 Day,0.0023307456239631094
High Price,0.0020339475105486072
exchange_rate_usd_idr,0.0019887202842571307
Dividend Indicated Yld - Gross,0.0018604244827840058
cpi_index,0.001840407875096521
bi_rate,0.0017897831348690596
inflation_rate,0.0017839537460793546
Price to Book Ratio,0.0017003748395481597
Price Change 1 Day Percent,0.0016313412769984235
