feature,importance
Ask Price,0.01680816052378052
Price Earnings Ratio,0.011348455956774877
Low Price,0.01002209024866008
Price Change 1 Day Percent,0.007538875773556466
ihsg_close,0.0068036490197603845
Price to Book Ratio,0.00475736765749013
Price to Sales Ratio,0.0038342616132771077
Bid Price,0.0030638654793923048
High Price,0.001893468635777631
Dividend Indicated Yld - Gross,0.0013238611281849433
cpi_index,0.0005129239909971754
Moving Average 20 Day,0.0001520740023503704
exchange_rate_usd_idr,4.17378420631085e-05
bi_rate,8.014884466919318e-07
inflation_rate,0.0
ihsg_return_1d,0.0
