feature,importance
Moving Average 20 Day,1148666075810.3113
Price to Book Ratio,1148666075810.309
Price Change 1 Day Percent,0.004418078824775059
High Price,0.0036087016829084786
ihsg_close,0.003599172274353011
Low Price,0.0034705244071833803
exchange_rate_usd_idr,0.0030713779792616606
Price Earnings Ratio,0.0029147475094867883
Ask Price,0.002803638844358834
ihsg_return_1d,0.0024401809450769604
Price to Sales Ratio,0.002201357102992863
Bid Price,0.00214165575536386
cpi_index,0.0017622132614976962
Dividend Indicated Yld - Gross,0.0017261629604964578
inflation_rate,0.001708883043635912
bi_rate,0.0015687598165515981
