feature,importance
cpi_index,0.008486729110397087
Price to Book Ratio,0.007596412511217458
Price to Sales Ratio,0.006979789382239685
Low Price,0.00584362415005064
bi_rate,0.004894187956718571
Dividend Indicated Yld - Gross,0.004557734163002653
ihsg_close,0.0040296637802384756
High Price,0.002898287531449249
Price Change 1 Day Percent,0.002502457829298994
Moving Average 20 Day,0.0015156963633974855
exchange_rate_usd_idr,0.0014721263153963558
inflation_rate,0.0012219602479793443
Ask Price,0.0009466790565056726
Price Earnings Ratio,0.00031252135437777654
Bid Price,0.0
ihsg_return_1d,0.0
