feature,importance
Ask Price,0.007180808159215041
Moving Average 20 Day,0.0033355347288306814
High Price,0.002975277676457716
Price to Book Ratio,0.0027790736057795576
Price Change 1 Day Percent,0.0024981515995404174
ihsg_close,0.002329443587223067
Bid Price,0.0023032237833831458
cpi_index,0.0016223633609479295
Dividend Indicated Yld - Gross,0.0010095974324697953
ihsg_return_1d,0.0008404889625186727
inflation_rate,0.000604184672868411
exchange_rate_usd_idr,0.0003892632104301204
Price Earnings Ratio,0.0002888370906778923
Low Price,0.0
Price to Sales Ratio,0.0
bi_rate,0.0
