feature,importance
exchange_rate_usd_idr,5311851457919.3545
Price Earnings Ratio,5311851457919.351
Moving Average 20 Day,0.0050651539619464845
cpi_index,0.004488410184062536
Bid Price,0.004294310414313179
Dividend Indicated Yld - Gross,0.00395814040038137
Price to Book Ratio,0.003721769320328506
Price to Sales Ratio,0.003518205569476746
bi_rate,0.003515997843719103
Low Price,0.003504150672990454
Price Change 1 Day Percent,0.0033475191481055614
ihsg_close,0.0033078034328478693
inflation_rate,0.0029716719579589664
ihsg_return_1d,0.0026330354030704804
Ask Price,0.0024094181700886085
High Price,0.0022674879975691253
