feature,importance
High Price,0.004682079449421295
Price Earnings Ratio,0.003578780887571871
Dividend Indicated Yld - Gross,0.0029803360550855963
Low Price,0.002801666628347979
ihsg_close,0.002475489476413211
Price Change 1 Day Percent,0.0023916820899500734
Ask Price,0.002343220659067106
Bid Price,0.002149847692593827
inflation_rate,0.0020087424265907033
Price to Sales Ratio,0.0018757533310455436
Moving Average 20 Day,0.0016306740863742972
Price to Book Ratio,0.0016067330301651754
bi_rate,0.0015910153441036328
cpi_index,0.0012721284855211326
ihsg_return_1d,0.0011725170263224905
exchange_rate_usd_idr,0.0010864729987712467
