feature,importance
Moving Average 20 Day,0.009279396874706147
Ask Price,0.006117226799622026
Bid Price,0.005002321794291527
Price to Book Ratio,0.003840195875212621
Price to Sales Ratio,0.003198084752678956
Dividend Indicated Yld - Gross,0.00299230308293467
Low Price,0.0028508104408560093
High Price,0.0028149047994427685
Price Earnings Ratio,0.0026638314181128176
Price Change 1 Day Percent,0.0016972880119612978
