feature,importance
Bid Price,0.0035455587717814615
High Price,0.0028998956034149846
Ask Price,0.002510916946456566
Low Price,0.002318087044183307
ihsg_return_1d,0.0021372007977769466
ihsg_close,0.0020719910894236105
Moving Average 20 Day,0.0019493445673133152
Price Change 1 Day Percent,0.0018629780977361308
exchange_rate_usd_idr,0.0016567689845372808
inflation_rate,0.0016214972975463332
Dividend Indicated Yld - Gross,0.0015573136616243665
Price Earnings Ratio,0.0013162059231773863
bi_rate,0.0010170250960851177
cpi_index,0.0009081561498344458
Price to Sales Ratio,0.0009042802844474226
Price to Book Ratio,0.000692233948779608
