feature,importance
bi_rate,0.002511089725885541
Moving Average 20 Day,0.002301924123284631
exchange_rate_usd_idr,0.002260198334087839
Bid Price,0.002088218817953021
High Price,0.0019150264747440817
Low Price,0.0018959545040880116
Price Earnings Ratio,0.0017537438931564486
Ask Price,0.0015319008543156092
Price to Sales Ratio,0.0009253114700273044
Dividend Indicated Yld - Gross,0.0007273786634738956
Price to Book Ratio,0.0006891615924403231
ihsg_return_1d,0.00014723053124422785
inflation_rate,0.00014138542658959799
Price Change 1 Day Percent,0.0
cpi_index,0.0
ihsg_close,0.0
