feature,importance
cpi_index,0.007418481570046144
inflation_rate,0.004271393116990411
Dividend Indicated Yld - Gross,0.003473216516431422
bi_rate,0.003251400926353365
exchange_rate_usd_idr,0.002667185105383396
Price to Sales Ratio,0.002415719834747365
Price Change 1 Day Percent,0.0019776185495384902
Low Price,0.0012962696254059359
ihsg_close,0.0012010228572762532
Price to Book Ratio,0.0010369122172377502
High Price,0.0009369559663658338
ihsg_return_1d,0.0007056939361903527
Ask Price,0.000548320502275601
Bid Price,0.00028594328237560216
Price Earnings Ratio,0.0002241460787048801
Moving Average 20 Day,0.0
