feature,importance
Ask Price,0.003318506333371347
Low Price,0.003220684303287876
cpi_index,0.0025879890626079633
Moving Average 20 Day,0.0023158684470425558
ihsg_close,0.0019981183478122574
High Price,0.001855463926330026
ihsg_return_1d,0.001781929256752129
Price to Sales Ratio,0.0017646971151816817
exchange_rate_usd_idr,0.0014868669334562414
Price to Book Ratio,0.0014447737286002011
inflation_rate,0.0014061937662619517
Bid Price,0.0013461079263856943
Price Earnings Ratio,0.0012623428734362383
Price Change 1 Day Percent,0.001162724599835054
Dividend Indicated Yld - Gross,0.001149882828754808
bi_rate,0.0011200922522802662
