feature,importance
Bid Price,0.006848871148917041
High Price,0.005608369226925785
Ask Price,0.004747938867958177
Dividend Indicated Yld - Gross,0.004468093781643385
Moving Average 20 Day,0.004134275938529428
Low Price,0.004062277705093622
Price to Sales Ratio,0.003707690674213393
Price to Book Ratio,0.0031820865736579282
Price Change 1 Day Percent,0.00298517284672993
exchange_rate_usd_idr,0.002867074297001068
bi_rate,0.002864547316718363
ihsg_close,0.002597899209109807
inflation_rate,0.002578897262490974
Price Earnings Ratio,0.002537601245694926
ihsg_return_1d,0.0023656016682268004
cpi_index,0.0016520079626408865
