feature,importance
Ask Price,0.0037552197682089172
Price to Sales Ratio,0.0027116612773776675
Bid Price,0.002361920186376663
Moving Average 20 Day,0.00200612452851298
ihsg_return_1d,0.0015777548697466638
Price to Book Ratio,0.001282695437839721
Low Price,0.0011273272684775332
High Price,0.0009209945681504926
Price Change 1 Day Percent,0.0009209945681504868
exchange_rate_usd_idr,0.0005214463376129659
bi_rate,0.00046640652775143445
Dividend Indicated Yld - Gross,0.0003908702987246212
inflation_rate,0.000284798068363064
Price Earnings Ratio,4.7282828018068626e-05
cpi_index,0.0
ihsg_close,0.0
