feature,importance
ihsg_return_1d,0.0015044885561802225
Moving Average 20 Day,0.0014118817227603436
Price Earnings Ratio,0.0013619256646474653
Price to Book Ratio,0.001345238775335622
Bid Price,0.0012106383185539816
Price to Sales Ratio,0.0011448771694022126
High Price,0.0011294442328098424
ihsg_close,0.0010189001048464851
Low Price,0.0009900270552253645
bi_rate,0.0007698438455593869
Ask Price,0.0007624468886452576
inflation_rate,0.000710016438253328
exchange_rate_usd_idr,0.0006366988782840708
Price Change 1 Day Percent,0.0005314081316465694
Dividend Indicated Yld - Gross,0.0005162031579660479
cpi_index,0.0004812866689335086
