feature,importance,model
t59_Ask Price,0.10710289,xgb
t59_Bid Price,0.080112666,xgb
t14_Price to Sales Ratio,0.07644717,xgb
t04_Bid Price,0.074596904,xgb
t59_Low Price,0.05074166,xgb
t59_High Price,0.030622121,xgb
t52_Low Price,0.030583916,xgb
t19_Ask Price,0.030096086,xgb
t13_Ask Price,0.029670592,xgb
t49_Moving Average 20 Day,0.024646284,xgb
t17_Low Price,0.021311907,xgb
t19_Price to Sales Ratio,0.017846666,xgb
t55_Bid Price,0.014780601,xgb
t35_Moving Average 20 Day,0.0144713,xgb
t58_Ask Price,0.014430146,xgb
t32_Low Price,0.0137314,xgb
t00_Moving Average 20 Day,0.012425419,xgb
t26_Bid Price,0.011937202,xgb
t58_High Price,0.011428399,xgb
t57_Bid Price,0.010420865,xgb
t44_Moving Average 20 Day,0.010099973,xgb
t15_Price to Sales Ratio,0.009891986,xgb
t13_Bid Price,0.009733027,xgb
t09_Low Price,0.009638143,xgb
t08_Low Price,0.0093241725,xgb
t04_Ask Price,0.008960053,xgb
t53_High Price,0.0087662,xgb
t56_Moving Average 20 Day,0.008506538,xgb
t27_Bid Price,0.008358325,xgb
t21_Ask Price,0.008337973,xgb
t05_Low Price,0.008049221,xgb
t09_Price to Sales Ratio,0.007868396,xgb
t38_Low Price,0.007322449,xgb
t53_Bid Price,0.0072607915,xgb
t00_Ask Price,0.0071558743,xgb
t33_Moving Average 20 Day,0.007087615,xgb
t34_Moving Average 20 Day,0.0069839684,xgb
t59_Price to Sales Ratio,0.0069389506,xgb
t58_Bid Price,0.0064182803,xgb
t55_Low Price,0.006393615,xgb
t38_High Price,0.0063456623,xgb
t17_High Price,0.0061893472,xgb
t59_Price Earnings Ratio,0.0060636164,xgb
t02_Moving Average 20 Day,0.0059989667,xgb
t02_Ask Price,0.0059353327,xgb
t21_Price to Sales Ratio,0.00584661,xgb
t16_Price to Sales Ratio,0.0056467736,xgb
t15_Bid Price,0.0055439244,xgb
t16_High Price,0.0052044666,xgb
t58_Low Price,0.005192161,xgb
t28_Ask Price,0.005158675,xgb
t49_High Price,0.005044915,xgb
t57_High Price,0.004990872,xgb
t47_Low Price,0.004988354,xgb
t32_High Price,0.0045265565,xgb
t26_Ask Price,0.0042448156,xgb
t03_Bid Price,0.0041048224,xgb
t06_Low Price,0.0040987935,xgb
t51_Low Price,0.0040624323,xgb
t55_Ask Price,0.0038991887,xgb
t27_Ask Price,0.00377725,xgb
t54_Ask Price,0.0037619756,xgb
t02_Price to Sales Ratio,0.0037224374,xgb
t32_Ask Price,0.0036784525,xgb
t11_Low Price,0.0036775726,xgb
t14_Low Price,0.003577678,xgb
t29_High Price,0.0035306048,xgb
t31_Ask Price,0.0034216621,xgb
t52_Bid Price,0.003331763,xgb
t27_High Price,0.0031638888,xgb
t53_Low Price,0.003151613,xgb
t49_Low Price,0.0030968094,xgb
t39_Low Price,0.003064158,xgb
t56_Ask Price,0.0029856646,xgb
t26_High Price,0.002975317,xgb
t15_High Price,0.0029551776,xgb
t51_Ask Price,0.0029502052,xgb
t30_Moving Average 20 Day,0.002892597,xgb
t50_Low Price,0.0028436417,xgb
t27_Low Price,0.0027932522,xgb
t54_High Price,0.0027547472,xgb
t56_Low Price,0.0026648866,xgb
t05_Ask Price,0.002326969,xgb
t01_Moving Average 20 Day,0.002323337,xgb
t14_Ask Price,0.0022849753,xgb
t15_Ask Price,0.002281093,xgb
t22_Moving Average 20 Day,0.0022599832,xgb
t16_Ask Price,0.0020801616,xgb
t26_Low Price,0.0020059843,xgb
t39_High Price,0.001969269,xgb
t13_Moving Average 20 Day,0.0019676613,xgb
t29_Moving Average 20 Day,0.0019249845,xgb
t50_Ask Price,0.0019160083,xgb
t29_Dividend Indicated Yld - Gross,0.0018721257,xgb
t52_Ask Price,0.0018592374,xgb
t47_Price to Sales Ratio,0.0018395977,xgb
t15_Moving Average 20 Day,0.0018219348,xgb
t28_Moving Average 20 Day,0.0017217017,xgb
t02_High Price,0.0017126068,xgb
t49_Ask Price,0.0017012092,xgb
t12_Low Price,0.001676109,xgb
t40_High Price,0.0016728968,xgb
t41_Moving Average 20 Day,0.0016696453,xgb
t14_Moving Average 20 Day,0.0016669969,xgb
t30_Dividend Indicated Yld - Gross,0.0016444729,xgb
t47_Ask Price,0.0016429821,xgb
t33_Price Earnings Ratio,0.0015677117,xgb
t56_High Price,0.0015475636,xgb
t43_High Price,0.0015467415,xgb
t48_Price to Sales Ratio,0.001527931,xgb
t32_Bid Price,0.0014939286,xgb
t03_Low Price,0.0014226169,xgb
t02_Low Price,0.0013923753,xgb
t53_Ask Price,0.0013864452,xgb
t48_Ask Price,0.0013066027,xgb
t17_Moving Average 20 Day,0.0012507288,xgb
t06_High Price,0.001239197,xgb
t50_High Price,0.0012304155,xgb
t48_High Price,0.0011889936,xgb
t16_Moving Average 20 Day,0.0011722104,xgb
t23_Low Price,0.0011639302,xgb
t23_Dividend Indicated Yld - Gross,0.0011610807,xgb
t24_Bid Price,0.0011606212,xgb
t16_Bid Price,0.0011375038,xgb
t47_High Price,0.0011354242,xgb
t59_Price Change 1 Day Percent,0.0011138116,xgb
t33_Price to Sales Ratio,0.0011134243,xgb
t40_Price to Sales Ratio,0.0010744097,xgb
t37_Moving Average 20 Day,0.0010682312,xgb
t52_High Price,0.0010513134,xgb
t46_Ask Price,0.0010427202,xgb
t53_Price Earnings Ratio,0.0010394035,xgb
t01_High Price,0.0010352783,xgb
t39_Ask Price,0.0010223018,xgb
t16_Dividend Indicated Yld - Gross,0.0009852801,xgb
t51_High Price,0.00097617594,xgb
t23_Ask Price,0.00097360153,xgb
t31_Price to Sales Ratio,0.00096869044,xgb
t43_Bid Price,0.0009472669,xgb
t58_Price Earnings Ratio,0.0009243949,xgb
t23_Moving Average 20 Day,0.00088512024,xgb
t30_Low Price,0.0008716419,xgb
t09_Dividend Indicated Yld - Gross,0.00087030244,xgb
t45_Ask Price,0.00085093133,xgb
t59_Dividend Indicated Yld - Gross,0.0008455672,xgb
t10_High Price,0.00082438247,xgb
t13_Low Price,0.0008228857,xgb
t47_Bid Price,0.00080803246,xgb
t28_High Price,0.0007968452,xgb
t24_Dividend Indicated Yld - Gross,0.00079025,xgb
t45_Bid Price,0.00077240006,xgb
t28_Low Price,0.0007649363,xgb
t13_High Price,0.0007599407,xgb
t51_Moving Average 20 Day,0.00075030787,xgb
t32_Dividend Indicated Yld - Gross,0.0007337045,xgb
t39_Bid Price,0.0007331345,xgb
t44_High Price,0.0007085253,xgb
t52_Price to Sales Ratio,0.0006910183,xgb
t26_Moving Average 20 Day,0.0006869243,xgb
t11_High Price,0.00068331824,xgb
t20_Price to Sales Ratio,0.0006580679,xgb
t10_Dividend Indicated Yld - Gross,0.0006556929,xgb
t55_High Price,0.0006552924,xgb
t19_Moving Average 20 Day,0.00056743005,xgb
t06_Moving Average 20 Day,0.00055006886,xgb
t52_Moving Average 20 Day,0.00052847335,xgb
t54_Low Price,0.0005060395,xgb
t01_Ask Price,0.00049190404,xgb
t05_Price to Book Ratio,0.00048761547,xgb
t06_Bid Price,0.00048412016,xgb
t32_Price to Sales Ratio,0.0004814753,xgb
t15_Low Price,0.00046775755,xgb
t42_High Price,0.00046673606,xgb
t57_Moving Average 20 Day,0.0004657175,xgb
t38_Price to Book Ratio,0.00045525137,xgb
t59_Price to Book Ratio,0.00045264658,xgb
t42_Price Earnings Ratio,0.00044988838,xgb
t43_Price to Sales Ratio,0.00043908256,xgb
t13_Price Earnings Ratio,0.00043382542,xgb
t50_Price to Sales Ratio,0.00042504273,xgb
t02_Price Change 1 Day Percent,0.00042242813,xgb
t09_Moving Average 20 Day,0.00042044712,xgb
t07_Moving Average 20 Day,0.00039714883,xgb
t07_Ask Price,0.000387476,xgb
t17_Price Change 1 Day Percent,0.00038738598,xgb
t57_Low Price,0.0003847322,xgb
t31_Low Price,0.00037541048,xgb
t34_High Price,0.0003753438,xgb
t57_Dividend Indicated Yld - Gross,0.00036704502,xgb
t56_Price Earnings Ratio,0.0003651667,xgb
t00_Price to Sales Ratio,0.0003626546,xgb
t23_Price Change 1 Day Percent,0.00034967694,xgb
t14_Price Earnings Ratio,0.00034749624,xgb
t45_Price to Book Ratio,0.00033960844,xgb
t55_Price Earnings Ratio,0.00033614933,xgb
t46_Price Earnings Ratio,0.0003299836,xgb
t09_Bid Price,0.00032845192,xgb
t39_Price to Book Ratio,0.0003251804,xgb
t13_Price Change 1 Day Percent,0.00032281643,xgb
t22_Ask Price,0.00032104508,xgb
t31_Moving Average 20 Day,0.00032095553,xgb
t05_Moving Average 20 Day,0.00032075238,xgb
t37_Price to Book Ratio,0.0003122927,xgb
t07_Low Price,0.0003018878,xgb
t37_Price to Sales Ratio,0.0002969593,xgb
t10_Low Price,0.0002886621,xgb
t50_Price to Book Ratio,0.0002879814,xgb
t12_Dividend Indicated Yld - Gross,0.00028503817,xgb
t11_Moving Average 20 Day,0.00027410325,xgb
t18_Bid Price,0.00027083416,xgb
t11_Price Change 1 Day Percent,0.00027032712,xgb
t42_Price to Sales Ratio,0.00026986437,xgb
t46_Price to Book Ratio,0.0002690991,xgb
t08_Ask Price,0.00026787395,xgb
t12_Price Change 1 Day Percent,0.00025756223,xgb
t49_Dividend Indicated Yld - Gross,0.00025524801,xgb
t50_Price Earnings Ratio,0.00025509598,xgb
t12_High Price,0.00025282358,xgb
t39_Price Earnings Ratio,0.00024550525,xgb
t15_Price Earnings Ratio,0.00024201951,xgb
t43_Ask Price,0.00023034001,xgb
t03_Moving Average 20 Day,0.00022783759,xgb
t34_Dividend Indicated Yld - Gross,0.00022624958,xgb
t53_Price to Sales Ratio,0.00022049704,xgb
