feature,importance
Moving Average 20 Day,0.0022150350993544753
Low Price,0.0017080337911272617
ihsg_close,0.0012504196611080932
Price to Book Ratio,0.0010465240158587757
Price Change 1 Day Percent,0.0009205149644287893
High Price,0.0008781668139744451
Dividend Indicated Yld - Gross,0.0007503256952648793
Price Earnings Ratio,0.0007447936154732768
Ask Price,0.0006877215433896701
Bid Price,0.0006583955613827457
Price to Sales Ratio,0.0006460316490359532
inflation_rate,0.0004894288031063899
ihsg_return_1d,0.00046880937363272794
bi_rate,0.00046136102259621573
exchange_rate_usd_idr,0.0003995673991973308
cpi_index,0.0002488810145973558
