feature,importance
Moving Average 20 Day,0.006176084239807021
ihsg_close,0.0029250534217304756
cpi_index,0.002848122433107047
Low Price,0.0027518753520688237
Ask Price,0.002315520030890424
Price to Sales Ratio,0.0020883684784326994
Price Change 1 Day Percent,0.001898393338787829
exchange_rate_usd_idr,0.0018567440229606443
Dividend Indicated Yld - Gross,0.001782258939557466
Bid Price,0.0016637660899513674
Price to Book Ratio,0.0016196542028685808
High Price,0.0015765375271248909
bi_rate,0.0015661016259836426
ihsg_return_1d,0.0014296251362363236
Price Earnings Ratio,0.0013145041738683069
inflation_rate,0.001049800947132791
