feature,importance
High Price,0.004935922166468906
Bid Price,0.0034352942530822004
Low Price,0.0020247433078276317
Price to Book Ratio,0.0019812898481337657
exchange_rate_usd_idr,0.001972681047271634
Ask Price,0.001951397386387648
ihsg_close,0.0015941454039787228
Price to Sales Ratio,0.001503602693841345
Dividend Indicated Yld - Gross,0.0014420016908385507
Price Change 1 Day Percent,0.001356603491632954
Moving Average 20 Day,0.0013081115666669877
Price Earnings Ratio,0.001211012984282484
inflation_rate,0.0011005087979697092
bi_rate,0.0009955266195168595
cpi_index,0.0009473946294119428
ihsg_return_1d,0.0008113512389810729
