feature,importance
Bid Price,0.0026487731822729455
Low Price,0.002055343105222824
ihsg_close,0.0018967944649927778
High Price,0.0015642012403695254
Price to Book Ratio,0.0012927197916962688
exchange_rate_usd_idr,0.001095931968617582
cpi_index,0.0010534277547046577
Price Change 1 Day Percent,0.0009654168496760812
bi_rate,0.000936070748229795
inflation_rate,0.0009202191934281136
ihsg_return_1d,0.0008657048661972629
Moving Average 20 Day,0.0008325230978710734
Ask Price,0.0008253349876171434
Price to Sales Ratio,0.0007713654545807418
Dividend Indicated Yld - Gross,0.0007389310638998781
Price Earnings Ratio,0.0005307737709010152
