epoch,train_loss,val_loss,lr,train_seconds,val_seconds,epoch_seconds
1,0.43403020253318186,0.26936759770194413,0.001,0.09075599200002671,0.0100274310000259,0.10078954300001897
2,0.2507073272940933,0.24872114399929982,0.001,0.08944572400002926,0.010030830999994578,0.09948208599996633
3,0.22701365453154382,0.21039688027960993,0.001,0.09017721300006087,0.01003374200001872,0.10021762500002751
4,0.20616819053140592,0.21867642456140274,0.001,0.09058371599996917,0.009969746000024315,0.10056050299999697
5,0.19733048315330218,0.2000054630921993,0.001,0.08962279900003978,0.009878127999968456,0.09950694700000895
6,0.1924185072649337,0.17531121270362035,0.001,0.08867082900007972,0.009956755000075646,0.09863459600001079
7,0.1715559152505731,0.1635738516048396,0.001,0.09043740499998876,0.009935884000014994,0.10038008899994111
8,0.16797865715184945,0.17008768904320287,0.001,0.08939769000005526,0.009895830000004935,0.09930044099996849
9,0.1632633917754696,0.1555627156179268,0.001,0.09043700400002308,0.01002956100001029,0.10047322600007647
10,0.161893119441352,0.16438977066036706,0.001,0.09024094799997329,0.009999978999985615,0.1002470580000363
11,0.16347721528836048,0.15221210107172564,0.001,0.09104535399990255,0.009870267999986027,0.10092122300000028
12,0.15851473874515956,0.14972009365653102,0.001,0.0899164219999875,0.009890308999956687,0.09981269299998985
13,0.1545877127450854,0.14562426212228538,0.001,0.089436022999962,0.010233647999939421,0.09967874100004792
14,0.1508930719507638,0.14051833674137965,0.001,0.09410411400006069,0.00995838599999388,0.10407013999997616
15,0.14495452164962727,0.1519358157069533,0.001,0.09486045599999215,0.010237947999939934,0.10510611499989864
16,0.14477259351147545,0.14414855155286255,0.001,0.10822304999999233,0.010338736999983666,0.11856881699998212
17,0.14240219571684423,0.15841753259822206,0.001,0.09642253499998787,0.009934463000035976,0.10636375700005374
18,0.13760616002223824,0.155711678427694,0.001,0.09536028699994858,0.010270690999959697,0.10563741799990112
19,0.1430227039535413,0.1487664777985264,0.001,0.09625763999997616,0.009929572999908487,0.10619492399996489
20,0.14002253607609794,0.13688474007836587,0.001,0.09217857700002696,0.0101315889999114,0.10231700700001056
21,0.14248971517154393,0.16215918037719104,0.001,0.09488124799997877,0.010184322999975848,0.10507377199996881
22,0.13621830418972986,0.157973592063208,0.001,0.09133724799994525,0.010011400000053072,0.10135481800000434
23,0.1373799364199348,0.16768457895114428,0.001,0.08965813099996467,0.009996988000011697,0.09966180999992957
24,0.1323499684425665,0.1637464076072186,0.001,0.09627105200002006,0.009990418000029422,0.10627146100000573
25,0.13092165638469025,0.15676470674001253,0.001,0.09493013199994493,0.010049312999967697,0.1050040469999658
26,0.131391788746721,0.16270749946504762,0.001,0.09678360400005204,0.010120918999973583,0.1069115940000529
27,0.12676006134692913,0.1632230028961644,0.001,0.09667267500003618,0.010103416999982073,0.10678248299996085
28,0.12915460819305058,0.15976334248597807,0.001,0.09086664899996322,0.0098953110000366,0.1007684999999583
29,0.1287785983106996,0.1811549313418515,0.0005,0.08997035599998071,0.009766458999934002,0.09975449699993533
30,0.12458066063328883,0.17118975391615798,0.0005,0.09239610500003437,0.009946934000026886,0.10234949000005145
31,0.12397123021891468,0.17082293571292104,0.0005,0.08878120899998976,0.009819222999908561,0.09860579299993333
32,0.12180354618150274,0.17426835611844674,0.0005,0.0894286820000616,0.010106007999979738,0.09954068000001826
33,0.12283453378412458,0.16524704144551203,0.0005,0.09055398399993919,0.010007279999967977,0.10056719399995018
34,0.12193274596258731,0.17459542121920552,0.0005,0.09319408000010299,0.00987047800003893,0.10307117900003959
35,0.12488600742005106,0.19202409715919228,0.0005,0.08841212900006212,0.010147091000021646,0.09856583999999202
36,0.11995814286679778,0.18802039266188383,0.0005,0.08849722599995857,0.009803293000004487,0.09830680899995059
37,0.12434498126147896,0.1776799230656146,0.0005,0.09370860199999242,0.009849175999988802,0.10356394900009036
38,0.12305930144684289,0.1772847786580488,0.00025,0.08974430800003574,0.009911091000049055,0.09967302100005782
39,0.1192263909191641,0.1863180557331005,0.00025,0.0888724959999081,0.009809802999939166,0.09868783999991138
40,0.12472766546472426,0.18512782183560458,0.00025,0.09492623200003436,0.009972686999958569,0.10490600900004665
