feature,importance
exchange_rate_usd_idr,0.009842255838919383
Ask Price,0.006699911670875736
High Price,0.004145863634767007
ihsg_return_1d,0.003911885642723754
cpi_index,0.0038378202905490363
ihsg_close,0.0023511862110657043
Low Price,0.001695672287716575
inflation_rate,0.001636774603199835
Bid Price,0.001111028081504626
Price to Book Ratio,0.0009851378512047671
Price to Sales Ratio,0.0007053682790137824
Price Earnings Ratio,0.0005033298799147207
Moving Average 20 Day,0.00047737570906368346
Dividend Indicated Yld - Gross,0.0004107232859712982
Price Change 1 Day Percent,0.0
bi_rate,0.0
