feature,importance
cpi_index,0.00932036359624292
bi_rate,0.005329369144334105
exchange_rate_usd_idr,0.004632133267781073
High Price,0.00402804766878641
Price to Book Ratio,0.0038865434328237388
Bid Price,0.0038205140563818602
Price Change 1 Day Percent,0.0037235668879778386
ihsg_close,0.003530171505796416
Ask Price,0.0034556358674308232
ihsg_return_1d,0.0018102311472503972
Price to Sales Ratio,0.0006802516808816925
Low Price,1.386660151183615e-05
Price Earnings Ratio,0.0
Moving Average 20 Day,0.0
inflation_rate,0.0
Dividend Indicated Yld - Gross,0.0
