feature,importance
Moving Average 20 Day,0.004317488744484625
High Price,0.002964021778310438
Price to Sales Ratio,0.00222658061144648
Low Price,0.0022133908330858464
Bid Price,0.0018486058032721705
ihsg_close,0.0018296661042047728
Price Change 1 Day Percent,0.0016177050634535685
bi_rate,0.0015454958952852101
Price Earnings Ratio,0.0013556820896496599
Price to Book Ratio,0.0012870186973759925
inflation_rate,0.0012357687041521692
ihsg_return_1d,0.0012169598879758002
Ask Price,0.0011773445500048321
exchange_rate_usd_idr,0.001113763250205047
cpi_index,0.0009148131870177773
Dividend Indicated Yld - Gross,0.0006198937492769396
