feature,importance,model
t59_Ask Price,0.1040029,xgb
t59_Bid Price,0.07296407,xgb
t04_Bid Price,0.055707008,xgb
t07_Moving Average 20 Day,0.044725582,xgb
t55_Bid Price,0.044312276,xgb
t14_Price to Sales Ratio,0.039125204,xgb
t59_Low Price,0.037277814,xgb
t59_High Price,0.028930023,xgb
t19_Ask Price,0.028626133,xgb
t49_Moving Average 20 Day,0.027096758,xgb
t13_Ask Price,0.023390692,xgb
t17_Low Price,0.022277009,xgb
t16_Ask Price,0.019389126,xgb
t00_Ask Price,0.017454637,xgb
t08_Moving Average 20 Day,0.016206333,xgb
t00_Low Price,0.0152470125,xgb
t58_Ask Price,0.014949575,xgb
t01_Low Price,0.01430764,xgb
t21_Ask Price,0.01406703,xgb
t00_Bid Price,0.013649734,xgb
t02_Moving Average 20 Day,0.013023448,xgb
t21_High Price,0.011948989,xgb
t03_Bid Price,0.011495402,xgb
t55_Low Price,0.011273598,xgb
t15_Ask Price,0.011204281,xgb
t57_Bid Price,0.010862177,xgb
t58_Low Price,0.010610234,xgb
t27_High Price,0.010079179,xgb
t19_Price to Sales Ratio,0.009762172,xgb
t05_Low Price,0.008969954,xgb
t05_Ask Price,0.008872351,xgb
t59_Price to Sales Ratio,0.008804085,xgb
t16_Low Price,0.008398377,xgb
t24_Ask Price,0.008157951,xgb
t04_Ask Price,0.0073884595,xgb
t16_High Price,0.007353511,xgb
t25_Ask Price,0.007123067,xgb
t58_High Price,0.0065241638,xgb
t59_Price Earnings Ratio,0.006439516,xgb
t57_Price to Sales Ratio,0.0061661685,xgb
t28_Ask Price,0.005989805,xgb
t38_Bid Price,0.005981484,xgb
t21_Bid Price,0.005954214,xgb
t06_High Price,0.005543938,xgb
t51_Low Price,0.005534144,xgb
t33_Ask Price,0.005442538,xgb
t35_Moving Average 20 Day,0.0053618504,xgb
t27_Bid Price,0.005272195,xgb
t34_Moving Average 20 Day,0.0052199597,xgb
t02_Ask Price,0.0049465336,xgb
t15_High Price,0.0047347,xgb
t26_Bid Price,0.0046374956,xgb
t21_Low Price,0.0045620925,xgb
t09_Low Price,0.004557833,xgb
t57_High Price,0.00448791,xgb
t53_High Price,0.004269471,xgb
t06_Low Price,0.004087991,xgb
t52_Bid Price,0.004043677,xgb
t39_Low Price,0.004003099,xgb
t27_Ask Price,0.0038645572,xgb
t51_Ask Price,0.0038162495,xgb
t26_High Price,0.0037706525,xgb
t58_Bid Price,0.0037303201,xgb
t52_Low Price,0.0036549824,xgb
t57_Ask Price,0.0035477013,xgb
t56_Moving Average 20 Day,0.0034354758,xgb
t25_Low Price,0.0033679625,xgb
t50_Low Price,0.0033533955,xgb
t11_Low Price,0.0033150767,xgb
t50_Ask Price,0.0032512962,xgb
