epoch,train_loss,val_loss,lr
1,0.6182408357179293,0.3560067687557016,0.0001
2,0.23871186039140146,0.33761203539121404,0.0001
3,0.16147691616020748,0.2965286613066435,0.0001
4,0.15336924771040572,0.26529738230582994,0.0001
5,0.14329265531245952,0.23379313334440574,0.0001
6,0.1444418617687772,0.2237945588040741,0.0001
7,0.13176061924426785,0.2011148836507108,0.0001
8,0.1270465474308712,0.19017707766630712,0.0001
9,0.12423746844346378,0.1850955520337556,0.0001
10,0.12806198054317078,0.18355415348128562,0.0001
11,0.12259689432745766,0.1718766808093011,0.0001
12,0.122620801982807,0.16574856645855315,0.0001
13,0.12444663175972559,0.15627440747681198,0.0001
14,0.1299918090036693,0.15841515393523903,0.0001
15,0.12224168811113603,0.15524163869988947,0.0001
16,0.11629866418765865,0.14929215544031493,0.0001
17,0.11678010404750865,0.1423827286088939,0.0001
18,0.11736220116042749,0.14835986432495651,0.0001
19,0.11179316894661996,0.14751451936635104,0.0001
20,0.11446250374278714,0.14507806815189636,0.0001
21,0.11205772265097573,0.13318170791183595,0.0001
22,0.10912804968361359,0.1359110211992597,0.0001
23,0.11249335158255792,0.13961991084205522,0.0001
24,0.11107263345284701,0.13313627034634143,0.0001
25,0.11012948934643071,0.13208661282257045,0.0001
26,0.11725043084031792,0.12775245538124672,0.0001
27,0.11072843708231457,0.12368181681299543,0.0001
28,0.1076304386326489,0.12667647500832876,0.0001
29,0.10681221751115655,0.11166343554889127,0.0001
30,0.10724561710885348,0.11909900102026257,0.0001
31,0.10806825672640168,0.1122198287909959,0.0001
32,0.110235287951419,0.1133746558969671,0.0001
33,0.10883626318319724,0.10974727966985502,0.0001
34,0.1066707362197206,0.10221077703234754,0.0001
35,0.11055971341588164,0.11508412332662614,0.0001
36,0.10476975449524473,0.10481141101230275,0.0001
37,0.10775524484107143,0.10188387511493442,0.0001
38,0.10647037836279066,0.10097439587116241,0.0001
39,0.10276676893341072,0.09733680383864539,0.0001
40,0.10178454290795069,0.102147347860403,0.0001
41,0.10328089372124723,0.0902259466184047,0.0001
42,0.10291698505587903,0.08962005651219464,0.0001
43,0.10702191278819115,0.09945877427821392,0.0001
44,0.10112760943430726,0.10145085997931608,0.0001
45,0.10554702057900395,0.09315355802888359,0.0001
46,0.10096712453711418,0.10594655906820631,0.0001
47,0.10097077105421319,0.10078225446330917,0.0001
48,0.10167161404659245,0.09343444408375622,0.0001
49,0.10307429473459934,0.09414640937373911,0.0001
50,0.10462138772972168,0.08759067869269764,0.0001
