feature,importance
exchange_rate_usd_idr,0.006815500316830969
Price to Book Ratio,0.005705079920589923
bi_rate,0.0056856490788050025
Dividend Indicated Yld - Gross,0.005086655037788051
Bid Price,0.004297302781293786
Price Change 1 Day Percent,0.004188597089766214
High Price,0.003969081813314307
Ask Price,0.002319253587629647
cpi_index,0.0020191074775842326
Price to Sales Ratio,0.0017412278141515933
Moving Average 20 Day,0.0015304760502961757
ihsg_close,0.00033355844207108023
inflation_rate,8.013302537923188e-05
Price Earnings Ratio,7.045535991589564e-06
Low Price,0.0
ihsg_return_1d,0.0
