feature,importance
Ask Price,0.014089612223890274
Price to Book Ratio,0.012162356606535852
ihsg_close,0.010299327648762199
Price Earnings Ratio,0.008348743311944427
Low Price,0.007672115932412765
exchange_rate_usd_idr,0.007631210222219425
Bid Price,0.0051137226051650945
ihsg_return_1d,0.0042552456127143345
Price Change 1 Day Percent,0.002828038242538848
Dividend Indicated Yld - Gross,0.0025315500314011126
Price to Sales Ratio,0.0015469650663564806
bi_rate,0.00015847150934860134
Moving Average 20 Day,0.0
High Price,0.0
cpi_index,0.0
inflation_rate,0.0
