feature,importance
Price to Book Ratio,0.0053525263657174665
Moving Average 20 Day,0.0040740352905471264
Low Price,0.003763440923577878
High Price,0.003213752644087314
Bid Price,0.003213095972489539
Price Earnings Ratio,0.0028573899798384327
Ask Price,0.0024862652860562504
Price to Sales Ratio,0.002241953770562294
Dividend Indicated Yld - Gross,0.001959284862187399
Price Change 1 Day Percent,0.0015694563708851916
