feature,importance
Price to Book Ratio,0.0038926481168826336
bi_rate,0.00362699174253875
Price to Sales Ratio,0.0032337538730848807
Bid Price,0.002953959145744312
Price Change 1 Day Percent,0.002718418107244512
High Price,0.0026785075727570173
exchange_rate_usd_idr,0.0024713430153587277
Ask Price,0.002465110294630649
Moving Average 20 Day,0.0023873313514503006
Dividend Indicated Yld - Gross,0.0022121510315408284
ihsg_close,0.0021950781194346883
Price Earnings Ratio,0.0020829268356802187
Low Price,0.0018955598084730739
inflation_rate,0.0018054025916515817
cpi_index,0.0016824148443472396
ihsg_return_1d,0.0010489713015314375
