feature,importance
Moving Average 20 Day,0.008583640768483747
Price to Book Ratio,0.0026289248915014047
Bid Price,0.0024395730113610614
Low Price,0.0022033880878653783
High Price,0.001638926934780707
Price Change 1 Day Percent,0.0014777254597801294
Price Earnings Ratio,0.0010802740735622748
Price to Sales Ratio,0.0005394432239376731
Ask Price,0.0001741318769442537
Dividend Indicated Yld - Gross,0.0001741318769442537
