"bank","rec_case","rec_rmse","rec_mae","rec_mape","variant_case","variant_rmse","variant_mae","variant_mape","tr_case","tr_rmse","tr_mae","tr_mape","variant_rmse_impr_vs_rec","transformer_rmse_impr_vs_variant"
"BBCA","bilstm_data","1881.52983065928","1721.5466796875","18.3646608352661","bilstm_attention_data","2004.09678653503","1830.50144042969","19.5063957214355","autoformer_macro","545.928039689145","456.430700683594","5.06519236564636","-6.51421805163744","72.759397482343"
"BBNI","bilstm_data","335.85227363699","252.657888793945","4.90307173728943","cnn_bilstm_data","362.884036566395","263.18908996582","5.07865772247314","informer_data","219.663725852093","145.553324890137","2.80009474754334","-8.04870624714682","39.4672391955984"
"BBRI","bilstm_data","525.703408704122","435.440234375","8.33828887939452","bilstm_attention_data","580.648359510964","454.461535644531","8.5863184928894","informer_macro","379.212973357794","296.388226318359","5.68943901062012","-10.4517014531603","34.6914587553169"
"BBTN","bilstm_data_ga","51.4428897654735","43.4830795288086","3.23421385288239","bilstm_attention_data","70.8417225575648","58.9862586975098","4.34715557098389","informer_data_random","43.0054040162595","35.3191883087158","2.62519407272339","-37.7094538828008","39.2936782680376"
"BDMN","lstm_data","120.716721404299","98.3160461425779","3.7384042263031","cnn_bilstm_data_ga","116.728916923496","89.558854675293","3.39592633247375","informer_data","76.8167761881587","55.192431640625","2.05654892921448","3.30344001594213","34.1921623084156"
"BMRI","bilstm_macro_ga","1388.70547158187","1165.79321289063","19.0942672729492","cnn_bilstm_macro","1533.71897948656","1299.74731445313","21.2949432373047","informer_data_random","885.211409449651","727.411212158204","11.8521195411682","-10.4423515909033","42.2833373460638"
"BNGA","bilstm_data","244.144572900867","192.773126220703","11.226184463501","cnn_bilstm_data_ga","247.595532766273","196.964837646484","11.4848386764526","informer_data","132.561429353703","101.88451385498","6.1920334815979","-1.41349030388124","46.4604922905296"
