"bank","case","runs","rmse_mean","mae_mean","mape_mean","mse_mean"
"BNGA","bilstm_attention_macro_ga","5","422.795164640628","340.268551635742","19.8839609146118","185313.9046875"
"BNGA","lstm_pre_norm_macro","5","429.439059389594","388.722247314453","24.2612880706787","184959.175"
"BNGA","lstm_post_norm_macro_ga","5","429.676258656761","362.535089111328","21.8884693145752","188244.728125"
"BNGA","bilstm_attention_macro","5","442.317941693859","359.417645263672","21.0211307525635","197542.721875"
"BNGA","lstm_attention_macro_ga","5","445.117803125318","364.524584960937","21.4024814605713","199071.496875"
"BNGA","lstm_attention_data","5","447.147476313528","362.060699462891","21.1103321075439","202660.921875"
"BNGA","lstm_pre_post_norm_macro","5","449.805702189791","408.988989257812","25.694213104248","203627.371875"
"BNGA","bilstm_pre_post_norm_macro_ga","5","452.541155908834","405.645013427734","25.2222263336182","213962.7484375"
"BNGA","lstm_pre_post_norm_macro_ga","5","459.502113621339","401.091711425781","24.5263526916504","215653.471875"
"BNGA","lstm_pre_norm_macro_ga","5","467.797483109873","410.960943603516","25.1876533508301","219635.51875"
"BNGA","lstm_attention_data_ga","5","473.469539700082","387.585693359375","22.7404335021973","225242.1125"
"BNGA","lstm_pre_post_norm_data","5","480.23999578774","403.689190673828","24.0591739654541","232238.871875"
"BNGA","bilstm_pre_norm_data_ga","5","513.354640553594","427.068225097656","25.25498046875","263701.825"
"BNGA","lstm_pre_norm_data","5","513.986692186651","426.704711914063","25.1845542907715","264388"
"BNGA","bilstm_pre_norm_data","5","520.202234298813","443.720428466797","26.6555793762207","270753.671875"
"BNGA","bilstm_pre_post_norm_data","5","523.023968956042","457.943884277344","28.023380279541","274253.915625"
"BNGA","bilstm_pre_post_norm_data_ga","5","526.818422527049","447.363110351563","26.7907455444336","280795.29375"
"BNGA","lstm_pre_norm_data_ga","5","540.768286329796","442.237603759766","25.8795051574707","292719.93125"
"BNGA","lstm_pre_post_norm_data_ga","5","541.909960061126","446.407360839844","26.2283489227295","293881.65"
"BNGA","lstm_attention_macro","5","545.325109536064","442.964202880859","25.8620132446289","297523.10625"
