"bank","case","seed","model_type","use_macro","optimize","rmse","mae","mape","mse","summary_path","test_predictions_path"
"BBCA","bilstm_pre_post_norm_data","52","bilstm_pre_post_norm","False","False","5643.54374484685","5416.65625","58.8144912719727","31849586","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data\seed_52\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data\seed_52\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_data","62","bilstm_pre_post_norm","False","False","2930.81660975231","2768.06494140625","29.9939632415771","8589686","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data\seed_62\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data\seed_62\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_data","72","bilstm_pre_post_norm","False","False","5769.44399400843","5459.34765625","59.0364379882813","33286484","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data\seed_72\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data\seed_72\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_data","82","bilstm_pre_post_norm","False","False","5694.32577220517","5393.28076171875","58.3033905029297","32425346","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data\seed_82\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data\seed_82\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_data_ga","42","bilstm_pre_post_norm","False","True","4654.51415294873","4522.20458984375","49.2131729125977","21664502","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data_ga\seed_42\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data_ga\seed_42\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_data_ga","52","bilstm_pre_post_norm","False","True","2419.4882723419","2281.60205078125","24.5728416442871","5853923.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data_ga\seed_52\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data_ga\seed_52\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_data_ga","62","bilstm_pre_post_norm","False","True","3855.94359398578","3714.931640625","40.3406791687012","14868301","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data_ga\seed_62\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data_ga\seed_62\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_data_ga","72","bilstm_pre_post_norm","False","True","3304.06809857182","3186.85717773438","34.6243476867676","10916866","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data_ga\seed_72\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data_ga\seed_72\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_data_ga","82","bilstm_pre_post_norm","False","True","4117.50822707132","3942.509765625","42.7249145507813","16953874","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data_ga\seed_82\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_data_ga\seed_82\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_macro","42","bilstm_pre_post_norm","True","False","3222.11747147741","3068.85986328125","33.2027435302734","10382041","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro\seed_42\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro\seed_42\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_macro","52","bilstm_pre_post_norm","True","False","3157.65150072012","3077.01879882813","33.5930213928223","9970763","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro\seed_52\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro\seed_52\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_macro","62","bilstm_pre_post_norm","True","False","2604.91420204198","2470.75122070313","26.7244110107422","6785578","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro\seed_62\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro\seed_62\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_macro","72","bilstm_pre_post_norm","True","False","3113.73505616647","3056.3095703125","33.5162925720215","9695346","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro\seed_72\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro\seed_72\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_macro","82","bilstm_pre_post_norm","True","False","3158.76336562269","3062.34716796875","33.4004898071289","9977786","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro\seed_82\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro\seed_82\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_macro_ga","42","bilstm_pre_post_norm","True","True","2691.63788426304","2620.28881835938","28.6119136810303","7244914.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro_ga\seed_42\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro_ga\seed_42\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_macro_ga","52","bilstm_pre_post_norm","True","True","3691.56389623693","3579.0380859375","39.0058898925781","13627644","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro_ga\seed_52\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro_ga\seed_52\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_macro_ga","62","bilstm_pre_post_norm","True","True","2931.20214246647","2858.25634765625","31.1674270629883","8591946","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro_ga\seed_62\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro_ga\seed_62\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_macro_ga","72","bilstm_pre_post_norm","True","True","4678.74983302164","4458.70361328125","48.422924041748","21890700","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro_ga\seed_72\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro_ga\seed_72\BBCA\test_predictions_pytorch.csv"
"BBCA","bilstm_pre_post_norm_macro_ga","82","bilstm_pre_post_norm","True","True","3501.94574486813","3370.7529296875","36.6350517272949","12263624","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro_ga\seed_82\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\bilstm_pre_post_norm_macro_ga\seed_82\BBCA\test_predictions_pytorch.csv"
"BBCA","cnn_bilstm_data","42","cnn_bilstm","False","False","1999.6157755929","1857.11853027344","19.8838062286377","3998463.25","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\cnn_bilstm_data\seed_42\BBCA\summary_pytorch.json","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_recurrent_variants_study\BBCA\cnn_bilstm_data\seed_42\BBCA\test_predictions_pytorch.csv"
