feature,importance
Moving Average 20 Day,0.005076593825401838
Bid Price,0.004149808786819875
Price Change 1 Day Percent,0.0037360146548901783
Ask Price,0.003257067851602991
Dividend Indicated Yld - Gross,0.0031974888923739174
Price to Book Ratio,0.0027991260616760452
ihsg_close,0.0023093739207664045
High Price,0.0023089494802881407
Price Earnings Ratio,0.002172597418693474
Low Price,0.002042925745022644
exchange_rate_usd_idr,0.0017310482006554933
Price to Sales Ratio,0.0014931095015073396
bi_rate,0.0014786315000930232
cpi_index,0.0013895431965767124
inflation_rate,0.0013741397820244627
ihsg_return_1d,0.0012578939583249482
