feature,importance
High Price,0.006860683503651264
Price to Sales Ratio,0.004894459458753569
Price Earnings Ratio,0.0031835253976169064
Ask Price,0.0029303644188783218
Price Change 1 Day Percent,0.0026326030124134057
Low Price,0.002623532224970402
Moving Average 20 Day,0.0022788897221390574
bi_rate,0.0022124190630468817
Price to Book Ratio,0.001593563680459435
Dividend Indicated Yld - Gross,0.0014363120702910266
inflation_rate,0.001370442196396957
exchange_rate_usd_idr,0.0007718977625093733
cpi_index,0.00019361759671785583
Bid Price,3.559374793743089e-05
ihsg_close,0.0
ihsg_return_1d,0.0
