feature,importance
Moving Average 20 Day,0.0023461197194721358
High Price,0.0022355458488723797
Bid Price,0.0019744763208775096
cpi_index,0.001948209386192463
Low Price,0.001830755830781452
bi_rate,0.0016368102442548926
exchange_rate_usd_idr,0.0016027771767752343
Price to Book Ratio,0.0013815206636970502
Price to Sales Ratio,0.001299932839049646
Dividend Indicated Yld - Gross,0.0012711285675632276
ihsg_return_1d,0.0012503836696668251
ihsg_close,0.0010952431008960915
Price Change 1 Day Percent,0.0010435086603864496
Price Earnings Ratio,0.000994343861647883
Ask Price,0.0009457986606465292
inflation_rate,0.0008993101193001542
