feature,importance
Bid Price,0.003902996332971262
High Price,0.0033466288508450744
Price to Book Ratio,0.0031767210038949494
ihsg_return_1d,0.001982161271777951
cpi_index,0.0019572739675372073
Ask Price,0.0019376653274664737
Moving Average 20 Day,0.0019256434383288538
Price to Sales Ratio,0.0018760107821776954
Price Earnings Ratio,0.0018715321330101688
Low Price,0.001840153200308182
ihsg_close,0.0016079753893603217
inflation_rate,0.0015641984944642713
bi_rate,0.0015409942587095054
Price Change 1 Day Percent,0.001471188394963284
Dividend Indicated Yld - Gross,0.0009765946524698773
exchange_rate_usd_idr,0.0007747382953586377
