feature,importance
Price Change 1 Day Percent,0.010353176588978382
ihsg_close,0.009203845489052282
inflation_rate,0.0067524433742316104
Bid Price,0.004898401549144174
Low Price,0.004137769351655128
Moving Average 20 Day,0.004077665328319799
High Price,0.0038529013846224786
exchange_rate_usd_idr,0.003258696028206033
bi_rate,0.002370740193631119
Price Earnings Ratio,0.001976466346726138
Price to Sales Ratio,0.0016182942810701211
Ask Price,0.0011669504446520777
Price to Book Ratio,0.0004964412393746883
cpi_index,0.00023915205432179667
Dividend Indicated Yld - Gross,0.0
ihsg_return_1d,0.0
