feature,importance
High Price,0.003286074662472482
Moving Average 20 Day,0.0032614796690247703
Low Price,0.0028407092292312666
Ask Price,0.00276427355235469
Price to Book Ratio,0.0025650039807483893
Price to Sales Ratio,0.0024000800004755304
Dividend Indicated Yld - Gross,0.0023134691811194153
Price Earnings Ratio,0.0022776565106535094
Price Change 1 Day Percent,0.0020067584910422004
Bid Price,0.0017163168670154259
