feature,importance,model
t00_Moving Average 20 Day,0.2160024970200894,lgbm
t01_Bid Price,0.14589150757935634,lgbm
t59_Bid Price,0.10730216947598566,lgbm
t59_Ask Price,0.10384473994218256,lgbm
t49_Moving Average 20 Day,0.05758478327090129,lgbm
t01_Moving Average 20 Day,0.03811784517223713,lgbm
t38_Low Price,0.03614522765627115,lgbm
t59_High Price,0.03096492856570715,lgbm
t55_Low Price,0.030090250762230927,lgbm
t57_Price to Sales Ratio,0.025374167741516317,lgbm
t58_Low Price,0.021686227928584916,lgbm
t59_Low Price,0.02154631303619127,lgbm
t05_Moving Average 20 Day,0.016652940485842885,lgbm
t58_Ask Price,0.016594594996465768,lgbm
t58_High Price,0.012681571521632544,lgbm
t59_Price to Sales Ratio,0.012652783111125722,lgbm
t17_High Price,0.011889553858663983,lgbm
t57_High Price,0.011113378566002847,lgbm
t16_High Price,0.010917313468576918,lgbm
t27_Ask Price,0.010461210220077408,lgbm
t32_Ask Price,0.009991617930558838,lgbm
t34_Moving Average 20 Day,0.009196583334693649,lgbm
t46_Low Price,0.009034922025077451,lgbm
t48_High Price,0.008762848298443813,lgbm
t45_Bid Price,0.007730717211991761,lgbm
t52_Bid Price,0.007656789118461645,lgbm
t34_Ask Price,0.006774068622012176,lgbm
t26_Low Price,0.0065920879866031065,lgbm
t49_High Price,0.006243058025666471,lgbm
t26_Ask Price,0.0060107793030093285,lgbm
t38_Moving Average 20 Day,0.005391235277117625,lgbm
t48_Ask Price,0.0053420510657435395,lgbm
t35_Moving Average 20 Day,0.005238092840640439,lgbm
t47_Low Price,0.005142048571511827,lgbm
t30_Dividend Indicated Yld - Gross,0.004711330854295404,lgbm
t15_Moving Average 20 Day,0.004683561597834501,lgbm
t27_Bid Price,0.004536265402927784,lgbm
t50_Moving Average 20 Day,0.004261233111019924,lgbm
t15_Low Price,0.004215911169112009,lgbm
t57_Ask Price,0.003803947299126839,lgbm
t13_Bid Price,0.003722409827397399,lgbm
t53_Moving Average 20 Day,0.0036088399232672504,lgbm
t33_Low Price,0.0035385037941364095,lgbm
t28_Ask Price,0.003521652915999971,lgbm
t04_High Price,0.003477474106511705,lgbm
t56_Moving Average 20 Day,0.0032936338810831884,lgbm
t50_Price to Sales Ratio,0.003167717250302842,lgbm
t56_Ask Price,0.0030100498880582987,lgbm
t20_Ask Price,0.0029756862183108954,lgbm
t57_Bid Price,0.0028416384564031567,lgbm
t39_Low Price,0.002818095195567669,lgbm
t18_Bid Price,0.002786532061909086,lgbm
t40_Ask Price,0.0025987383106655377,lgbm
t49_Price to Sales Ratio,0.002592926825377201,lgbm
t21_Low Price,0.0025604920336934982,lgbm
t12_Price to Sales Ratio,0.0024264631276374573,lgbm
t13_Low Price,0.002425204830830177,lgbm
t48_Price Earnings Ratio,0.0022164671755528467,lgbm
t58_Bid Price,0.0021853488095289497,lgbm
t55_Bid Price,0.0021110683082365108,lgbm
t59_Price Earnings Ratio,0.002024465284471306,lgbm
t40_Price to Sales Ratio,0.001997038909636823,lgbm
t23_Dividend Indicated Yld - Gross,0.001995760711980197,lgbm
t04_Moving Average 20 Day,0.0019463160175988608,lgbm
t14_Moving Average 20 Day,0.0018172739035653472,lgbm
t02_Price to Sales Ratio,0.0017245561256158705,lgbm
t54_Ask Price,0.0015936535293251109,lgbm
t59_Moving Average 20 Day,0.001565419960058502,lgbm
t51_Low Price,0.0015530754561166738,lgbm
t12_Moving Average 20 Day,0.0015023721291083337,lgbm
t42_Price to Sales Ratio,0.0014643916883179569,lgbm
t51_High Price,0.0013999253323038641,lgbm
t30_Moving Average 20 Day,0.0013183180322811523,lgbm
t50_High Price,0.001240815982440046,lgbm
t10_Low Price,0.0012269744864214231,lgbm
t00_Ask Price,0.0012142926487632225,lgbm
t57_Price Earnings Ratio,0.0011570047423563835,lgbm
t47_High Price,0.0010691603749510737,lgbm
t13_Moving Average 20 Day,0.0010267417497201606,lgbm
t52_High Price,0.000995959150686333,lgbm
t29_Moving Average 20 Day,0.000985446520968202,lgbm
t29_Dividend Indicated Yld - Gross,0.0009710791125024558,lgbm
t32_Moving Average 20 Day,0.0009610611234468377,lgbm
t53_Ask Price,0.0009522722076521247,lgbm
t54_High Price,0.0009481774588121656,lgbm
t33_Moving Average 20 Day,0.0008871603520963773,lgbm
