trial,val_mae,params
1,362.39404296875,"{""n_estimators"": 451, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_weight"": 4.0, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
2,384.9388732910156,"{""n_estimators"": 460, ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 6.0, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
3,451.0105285644531,"{""n_estimators"": 1728, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_weight"": 2.0, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0, ""gamma"": 0.1}"
4,359.47003173828125,"{""n_estimators"": 1699, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 4.0, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.1, ""reg_lambda"": 10.0, ""gamma"": 0.0}"
5,394.7200012207031,"{""n_estimators"": 1759, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 6.0, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0, ""gamma"": 0.0}"
6,399.53778076171875,"{""n_estimators"": 1951, ""learning_rate"": 0.03, ""max_depth"": 8, ""min_child_weight"": 6.0, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""gamma"": 0.1}"
7,455.8414306640625,"{""n_estimators"": 1146, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_weight"": 1.0, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0, ""gamma"": 0.1}"
8,334.5718994140625,"{""n_estimators"": 1945, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 8.0, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.1, ""reg_lambda"": 10.0, ""gamma"": 0.0}"
9,458.3029479980469,"{""n_estimators"": 1087, ""learning_rate"": 0.01, ""max_depth"": 6, ""min_child_weight"": 4.0, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""gamma"": 0.2}"
10,455.51898193359375,"{""n_estimators"": 1043, ""learning_rate"": 0.01, ""max_depth"": 8, ""min_child_weight"": 6.0, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 10.0, ""gamma"": 0.2}"
11,415.7801818847656,"{""n_estimators"": 1040, ""learning_rate"": 0.08, ""max_depth"": 8, ""min_child_weight"": 2.0, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0, ""gamma"": 0.1}"
12,451.3392333984375,"{""n_estimators"": 537, ""learning_rate"": 0.08, ""max_depth"": 3, ""min_child_weight"": 8.0, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 10.0, ""gamma"": 0.1}"
13,363.6161193847656,"{""n_estimators"": 1102, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 6.0, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
14,426.4106140136719,"{""n_estimators"": 537, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 4.0, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.1, ""reg_lambda"": 10.0, ""gamma"": 0.1}"
15,449.42822265625,"{""n_estimators"": 434, ""learning_rate"": 0.08, ""max_depth"": 5, ""min_child_weight"": 6.0, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""gamma"": 0.2}"
16,402.1529846191406,"{""n_estimators"": 817, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 2.0, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0, ""gamma"": 0.1}"
17,490.42486572265625,"{""n_estimators"": 1988, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 2.0, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0, ""gamma"": 0.2}"
18,441.23980712890625,"{""n_estimators"": 799, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 1.0, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 10.0, ""gamma"": 0.1}"
