feature,importance
Price Earnings Ratio,0.011923100181835847
Low Price,0.010984502362084137
bi_rate,0.006167485836028519
Price to Sales Ratio,0.005802307400615918
cpi_index,0.004464902116645437
exchange_rate_usd_idr,0.004416801201296037
Dividend Indicated Yld - Gross,0.004034544654617402
Bid Price,0.003292190174120372
Price to Book Ratio,0.002567042753521704
Price Change 1 Day Percent,0.002395859379288999
Ask Price,0.0017711345196908558
Moving Average 20 Day,0.0014175257289025477
High Price,0.000830502265307585
ihsg_close,0.0003243397344097808
inflation_rate,1.9308791767500554e-05
ihsg_return_1d,0.0
