epoch,train_loss,val_loss,lr,train_seconds,val_seconds,epoch_seconds
1,0.3159925646465739,0.19085335099335873,0.0005,0.10082301799991455,0.009814093000045432,0.11064388099998723
2,0.20654251960016065,0.18178599718567376,0.0005,0.09859768299997995,0.009793381999998019,0.10839641600000505
3,0.17780038836181805,0.16625114648422717,0.0005,0.09982663400001002,0.009887434000006579,0.10971964800000933
4,0.1619620289533369,0.1571477785324439,0.0005,0.09968428199999835,0.009868193999977848,0.10955857599992669
5,0.15033399772473133,0.17454750700430435,0.0005,0.10078140900009203,0.01001835600004597,0.1108090049999646
6,0.14680006164376452,0.1759104243455789,0.0005,0.10157604200003334,0.00988865400006489,0.1114717359999986
7,0.145135391111015,0.16289441714753639,0.0005,0.09945065899989913,0.009866603999967083,0.1093233329999066
8,0.14274145956535067,0.17002476873375597,0.0005,0.10138144899997314,0.010030035999989195,0.11141927599999235
9,0.13784798929554587,0.16482455139254634,0.0005,0.10072950899996158,0.009846183999911773,0.11058348199992452
10,0.1382876519661223,0.16785155712585628,0.0005,0.09971748200007369,0.009870963000025768,0.10959499800003414
11,0.13624712317968354,0.17593283395528236,0.0005,0.10104994299990722,0.009837763999939853,0.11089506700000129
12,0.13963522168684175,0.1529190184630992,0.0005,0.09907064200001514,0.009774962999927084,0.10885127400001693
13,0.13154472454474392,0.1672005675611518,0.0005,0.101589931000035,0.009841492999953516,0.11143923399993128
14,0.12702100333560754,0.16236597289155413,0.0005,0.09768415000007735,0.009713030999932926,0.10740412099994501
15,0.12729269600470006,0.17778910411682441,0.0005,0.09700373999999101,0.009651879999978519,0.1066612700000178
16,0.13023644870541,0.17183908559642472,0.0005,0.10142505900000742,0.01010913800007529,0.11154107599998042
17,0.1266533430331924,0.16692209747426714,0.0005,0.10146386999997503,0.009756562000006852,0.11122809200003303
18,0.1260070620952541,0.1829592842947353,0.0005,0.10106837299997551,0.010583623999991687,0.11166021799999726
19,0.12868994262910657,0.1698880565888954,0.0005,0.10478308100005052,0.0100326760000371,0.11482303800005411
20,0.11939610874674227,0.18306833571626313,0.0005,0.09812660800002959,0.009822462999977688,0.10795590099996843
21,0.12922331016764418,0.1928858436418302,0.00025,0.10331273799999963,0.009871154000052229,0.11320687199997792
22,0.12621816431429222,0.1971658728756271,0.00025,0.09932211600005303,0.009907933999897978,0.10923667999998088
23,0.11765606966817678,0.19987640201628626,0.00025,0.10172911400002249,0.009938075000036406,0.11167408799997247
24,0.11697474089467824,0.19523441048213097,0.00025,0.10260813699994742,0.009845942999959334,0.11246140000002924
25,0.12091931661717781,0.1963543175678431,0.00025,0.10148702899994078,0.009924025000032088,0.11141819299996314
26,0.11847530834670562,0.18928349816993678,0.00025,0.10022293999998055,0.009882473000061509,0.1101119130000825
27,0.11775917464259705,0.19835054975150626,0.00025,0.10021624900002735,0.010108127000080458,0.11033069699999487
28,0.12132717332532329,0.20274415278768207,0.00025,0.09999000599998453,0.00985413300008986,0.10984983900004863
29,0.11877936604416071,0.20554180481495002,0.00025,0.09905773199989198,0.00988934400004382,0.10895285599997351
30,0.11840279985713276,0.21600202424126072,0.000125,0.10573938499999258,0.009918424999909803,0.11567774999991798
31,0.1136034881876361,0.210339895008883,0.000125,0.10252519599998777,0.009938245000057577,0.11247084100000393
32,0.11833746546485518,0.21588643034160276,0.000125,0.10217871000008927,0.010513074000073175,0.11269984399996247
