feature,importance
Low Price,0.009564382747824611
High Price,0.0068301732069812725
Price Change 1 Day Percent,0.006826988493169967
ihsg_close,0.0034825841497405697
exchange_rate_usd_idr,0.0034304243057569545
Price to Book Ratio,0.0031535943640240787
Price Earnings Ratio,0.0031436431541806086
ihsg_return_1d,0.0021245832943047097
Dividend Indicated Yld - Gross,0.0017180198872530897
Bid Price,0.0012943189814298727
Ask Price,0.0012090645400652045
cpi_index,3.6729356549955576e-05
bi_rate,2.6105505552280474e-05
Moving Average 20 Day,1.8364678274977788e-05
Price to Sales Ratio,0.0
inflation_rate,0.0
