feature,importance
Price to Book Ratio,0.005969046112376316
Low Price,0.004583500258902653
Price Earnings Ratio,0.0041090683997026655
Dividend Indicated Yld - Gross,0.003831994981414433
High Price,0.002726320624545528
Bid Price,0.002241555418974411
Ask Price,0.001533732864481863
Moving Average 20 Day,0.0012994475669175806
Price to Sales Ratio,0.0005069437669590107
Price Change 1 Day Percent,7.826572012466679e-05
