feature,importance,model
t59_Ask Price,0.13883252,xgb
t55_Low Price,0.0804916,xgb
t04_Bid Price,0.06794679,xgb
t59_Bid Price,0.0624304,xgb
t59_Low Price,0.06045611,xgb
t14_Price to Sales Ratio,0.05514072,xgb
t02_Moving Average 20 Day,0.05108637,xgb
t55_Bid Price,0.04158835,xgb
t35_Moving Average 20 Day,0.03500163,xgb
t59_High Price,0.030986926,xgb
t58_Ask Price,0.027864898,xgb
t16_Low Price,0.02732937,xgb
t32_Low Price,0.024657387,xgb
t15_Ask Price,0.023249399,xgb
t58_High Price,0.022122681,xgb
t52_Low Price,0.020826755,xgb
t03_Bid Price,0.020575061,xgb
t09_Low Price,0.018285628,xgb
t34_Ask Price,0.018063055,xgb
t53_High Price,0.015763717,xgb
t21_Bid Price,0.01189026,xgb
t29_Moving Average 20 Day,0.011001353,xgb
t19_Ask Price,0.010826701,xgb
t44_Ask Price,0.010786455,xgb
t49_Low Price,0.010761497,xgb
t12_Low Price,0.010049508,xgb
t15_Price to Sales Ratio,0.008923529,xgb
t27_Price to Sales Ratio,0.0077780336,xgb
t02_Ask Price,0.007607828,xgb
t26_Bid Price,0.007062193,xgb
t34_Moving Average 20 Day,0.006471787,xgb
t33_Moving Average 20 Day,0.0062094573,xgb
t58_Bid Price,0.005894312,xgb
t09_Bid Price,0.0057426738,xgb
t41_Moving Average 20 Day,0.005150397,xgb
t29_Dividend Indicated Yld - Gross,0.0051310053,xgb
t57_Bid Price,0.004907977,xgb
t44_Bid Price,0.004749932,xgb
t53_Ask Price,0.0047007273,xgb
t34_High Price,0.004663055,xgb
t48_Price to Sales Ratio,0.0045525157,xgb
t16_Moving Average 20 Day,0.0044003227,xgb
t57_High Price,0.0043770415,xgb
t59_Price to Sales Ratio,0.0040349285,xgb
t17_Moving Average 20 Day,0.0040273946,xgb
t09_Price to Sales Ratio,0.0038583267,xgb
t15_Moving Average 20 Day,0.0037944433,xgb
t05_Moving Average 20 Day,0.0036703888,xgb
t45_High Price,0.0036690717,xgb
t13_Moving Average 20 Day,0.0036668726,xgb
t52_Bid Price,0.0036211628,xgb
t05_Ask Price,0.00353151,xgb
t02_Price to Sales Ratio,0.0034216705,xgb
t43_Ask Price,0.0033374426,xgb
t27_Ask Price,0.003295501,xgb
t03_Low Price,0.003284839,xgb
t55_Price to Sales Ratio,0.003181573,xgb
t00_Moving Average 20 Day,0.0031796866,xgb
t15_Dividend Indicated Yld - Gross,0.0029264654,xgb
t54_Ask Price,0.0028196094,xgb
