feature,importance
Low Price,0.020795987999816946
exchange_rate_usd_idr,0.01103297248870755
Price Earnings Ratio,0.006154400707843401
bi_rate,0.0050941345669950015
ihsg_close,0.004502940018816545
Price Change 1 Day Percent,0.004492995439795779
High Price,0.003374349693250327
Bid Price,0.0017722802288416318
Price to Book Ratio,0.0008473714580759407
Price to Sales Ratio,0.0008157215443336293
Dividend Indicated Yld - Gross,0.00016321476367819632
Moving Average 20 Day,2.6401679497212864e-05
ihsg_return_1d,2.1408017103871636e-05
Ask Price,0.0
cpi_index,0.0
inflation_rate,0.0
