feature,importance
Price to Sales Ratio,0.012425924987734448
Price Change 1 Day Percent,0.007092779369010515
Ask Price,0.0036485219762350104
Dividend Indicated Yld - Gross,0.003526907074879183
High Price,0.0034839417821106783
ihsg_close,0.0025524956664358758
Moving Average 20 Day,0.002517698669067489
exchange_rate_usd_idr,0.0012816529510885318
cpi_index,0.000897852394090237
inflation_rate,0.0007590257947643598
Price to Book Ratio,0.0007440476190476191
Bid Price,0.00026057107994953774
Price Earnings Ratio,0.0
Low Price,0.0
bi_rate,0.0
ihsg_return_1d,0.0
