feature,importance
Dividend Indicated Yld - Gross,0.009330243076611728
Price to Sales Ratio,0.008560617837227053
Low Price,0.005124062224335612
Moving Average 20 Day,0.005031895377517992
Price Change 1 Day Percent,0.004713199180107388
Bid Price,0.0035099405950556207
Ask Price,0.0017084556360108158
High Price,0.0009671636568825864
Price to Book Ratio,0.0008359538546452936
Price Earnings Ratio,0.0005905817599139283
