feature,importance
Bid Price,3812326021901.9775
Moving Average 20 Day,3812326021901.976
exchange_rate_usd_idr,1105750403645.011
Price Change 1 Day Percent,1105750403645.0105
High Price,0.0028731541872340735
inflation_rate,0.002395561238355144
Price to Sales Ratio,0.0023824510504485076
Dividend Indicated Yld - Gross,0.0022406039752893977
Low Price,0.002141677373991331
bi_rate,0.002084127570315649
ihsg_close,0.002048983711050168
cpi_index,0.0017784957417438204
Price to Book Ratio,0.0016957633800794717
Ask Price,0.00142504766576226
ihsg_return_1d,0.0012805169414738442
Price Earnings Ratio,0.0009699544443279788
